Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
TC-05: Selecting a suggestion navigates correctly,ELP-129,10207,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Click a suggestion - navigate to correct course detail page,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-40,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15e3b5c4,,,,,,,,,,,,,,,,0|i000vr:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-01: Dropdown appears on click,ELP-130,10208,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,"* Click profile icon - dropdown with My Profile, My Courses, Logout appears",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-41,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36fec706,,,,,,,,,,,,,,,,0|i000vz:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-02: My Profile navigates correctly,ELP-131,10209,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Click My Profile - navigate to Profile Management page,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-41,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@fd33b07,,,,,,,,,,,,,,,,0|i000w7:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-03: My Courses navigates correctly,ELP-132,10210,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Click My Courses - navigate to enrolled courses list,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-41,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@40cabbe7,,,,,,,,,,,,,,,,0|i000wf:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-04: Logout ends session correctly,ELP-133,10211,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,"* Click Logout - session ended, redirected to login page",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-41,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f5f1637,,,,,,,,,,,,,,,,0|i000wn:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-01: Valid name update accepted,ELP-134,10212,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,"* Change Full Name to valid value - saved successfully, success message shown",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-42,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7464e35e,,,,,,,,,,,,,,,,0|i000wv:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-02: Invalid name rejected,ELP-135,10213,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Enter numbers in Full Name - inline error shown,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-42,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@79736fcb,,,,,,,,,,,,,,,,0|i000x3:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-03: Valid email update accepted,ELP-136,10214,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:33 AM,,,,0,* Change to a new unique valid email - saved successfully,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-42,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3773d5ac,,,,,,,,,,,,,,,,0|i000xb:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-04: Duplicate email rejected,ELP-137,10215,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* Enter already registered email - error: Email already exists,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-42,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d89a87e,,,,,,,,,,,,,,,,0|i000xj:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-05: Mobile change requires OTP verification,ELP-138,10216,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,"* Change mobile number - OTP sent to new number, must verify before save",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-42,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@497924cb,,,,,,,,,,,,,,,,0|i000xr:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-01: Incorrect current password rejected,ELP-139,10217,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* Enter wrong current password - error: Current password is incorrect,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-43,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2579d74b,,,,,,,,,,,,,,,,0|i000xz:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-02: Same new password as old rejected,ELP-140,10218,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* New password matches old - error: New password cannot be same as old password,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-43,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a244fd3,,,,,,,,,,,,,,,,0|i000y7:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-03: Valid password change accepted,ELP-141,10219,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,"* Valid current + strong new + matching confirm - password updated, success shown",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-43,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c4bb600,,,,,,,,,,,,,,,,0|i000yf:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-04: Confirm password mismatch rejected,ELP-142,10220,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* New password does not match confirm - error: Passwords do not match,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-43,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62ed6d04,,,,,,,,,,,,,,,,0|i000yn:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-05: Blank fields blocked,ELP-143,10221,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* Leave any field blank - inline error shown on that field,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-43,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4299dc7c,,,,,,,,,,,,,,,,0|i000yv:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:33 AM
TC-01: Thumbnail displays correctly on card,ELP-144,10222,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* Course with valid thumbnail - image shown clearly on card,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-44,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ebdcace,,,,,,,,,,,,,,,,0|i000z3:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:33 AM
TC-02: Default placeholder shown when thumbnail missing,ELP-145,10223,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:33 AM,,,,0,* Course with no thumbnail - default placeholder image displayed,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-44,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@bd7110a,,,,,,,,,,,,,,,,0|i000zb:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:33 AM
TC-03: Only JPG/PNG formats accepted,ELP-146,10224,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:33 AM,02/Apr/26 10:34 AM,,,,0,* Non-JPG/PNG thumbnail - falls back to default placeholder image,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-44,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a494566,,,,,,,,,,,,,,,,0|i000zj:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-01: Title displayed fully on card,ELP-147,10225,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Course title shown in full on the card,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-45,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6747c93a,,,,,,,,,,,,,,,,0|i000zr:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-02: Long title truncated with ellipsis,ELP-148,10226,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Title over 100 characters - truncated with ellipsis (...),,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-45,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b3d917c,,,,,,,,,,,,,,,,0|i000zz:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-03: Blank title handled gracefully,ELP-149,10227,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Course with no title - not shown in listing or placeholder used,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-45,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6cb955d7,,,,,,,,,,,,,,,,0|i00107:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-01: Instructor name visible on card,ELP-150,10228,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Instructor name displayed below course title on card,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-46,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73526afc,,,,,,,,,,,,,,,,0|i0010f:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-02: Missing instructor name handled gracefully,ELP-151,10229,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* No instructor assigned - show Instructor: N/A or hide field,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-46,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73818972,,,,,,,,,,,,,,,,0|i0010n:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-01: Free course shows Free label,ELP-152,10230,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Free course - label Free shown clearly instead of 0,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-47,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a812c69,,,,,,,,,,,,,,,,0|i0010v:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-02: Paid course shows price in rupee format,ELP-153,10231,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Paid course - price displayed correctly in rupee format,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-47,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a8261d3,,,,,,,,,,,,,,,,0|i00113:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-03: Discounted price shows strikethrough on original,ELP-154,10232,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,"* Discounted course - original price with strikethrough, discounted price highlighted",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-47,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@12c5fdd0,,,,,,,,,,,,,,,,0|i0011b:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
TC-01: Correct star rating displayed,ELP-155,10233,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:34 AM,02/Apr/26 10:34 AM,,,,0,* Course rated 4.5 - 4.5 stars displayed correctly,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-48,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@439b9f83,,,,,,,,,,,,,,,,0|i0011j:,,,,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 10:34 AM
